User_Id,NAV_Category,IDV_Category,Owned,Parking_Space,Anti_Theft,Commute,Locality,DL_Suspended,State,makeId,modelId,makeName,modelName,usage,year,Price,Liability Coverage,Comp,Collision,Car Rental,Umbrella,PIP,Med,Gap
7005,III,III,Yes,OUT,No,Work,Urban,No,Oregon,20028,36279873,MercedesBenz,GLA250,New,2019,41340.2207, '25/50/20',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7010,III,III,Yes,OUT,Yes,Work,Rural,No,West Virginia,20021,21222,Jeep,GrandCherokee,New,2018,37725.1667,'20/40/10',Comprehensive Coverage,Collision Coverage,,,,,
7025,III,III,Yes,OUT,No,Work,Rural,No,Nebraska,20064,36301306,Hyundai,IoniqEV,New,2019,33751.1771, '25/50/25',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7040,III,III,Yes,OUT,No,Work,Rural,No,South Dakota,20030,36369778,Mitsubishi,OutlanderPHEV,New,2019,36495.319, '25/50/25',Comprehensive Coverage,Collision Coverage,,,,,
7041,III,III,Yes,IN,No,Work,Urban,No,Michigan,20001,51867,Acura,RLX,New,2018,56080.0,'20/40/10',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7044,III,III,Yes,IN,No,Leisure,Rural,No,California,20015,56748,Ford,Transit250,New,2018,34643.2727, '15/30/5',Comprehensive Coverage,,,,,,
7049,III,III,Yes,IN,No,Work,Urban,No,Washington,20028,36283002,MercedesBenz,Sprinter2500,New,2019,50432.0347, '25/50/10',Comprehensive Coverage,Collision Coverage,,,,,
7052,III,III,Yes,OUT,Yes,Work,Urban,No,North Dakota,20049,27461,Audi,TTS,New,2019,61713.3043, '25/50/25',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7056,III,III,Yes,IN,No,Leisure,Urban,No,Massachusetts,20019,58567,INFINITI,Q70L,New,2019,56506.0556,'20/40/5',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7058,III,III,Yes,IN,No,Work,Rural,No,New Hampshire,20019,54187,INFINITI,0,New,2019,53217.4493,,Comprehensive Coverage,Collision Coverage,,,,,
7062,III,III,Yes,OUT,No,Work,Rural,No,Kentucky,20072,34226822,Maserati,Levante,New,2017,69888.0, '25/50/25[27]',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7075,III,III,Yes,IN,No,Work,Rural,No,Maine,20070,57888,Lexus,NX300h,New,2019,43728.1176, '50/100/25',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7082,III,III,Yes,OUT,No,Work,Urban,No,Vermont,20068,36651476,Kia,Telluride,New,2020,39950.0778, '25/50/10',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7094,III,III,Yes,OUT,No,Leisure,Rural,No,Maryland,20075,51006,MINI,Hardtop,New,2018,31657.5, '30/60/15\xa0[28]',Comprehensive Coverage,,,,,,
7104,III,III,Yes,OUT,No,Leisure,Rural,No,North Dakota,20077,52194,Nissan,NAME,New,2019,36354.2409, '25/50/25',Comprehensive Coverage,,,,Personal Injury Protection,Med Pay,
7114,III,III,Yes,OUT,No,Leisure,Rural,No,Missouri,20077,35968,Nissan,Leaf,New,2019,36083.2437, '25/50/10',Comprehensive Coverage,,,,Personal Injury Protection,Med Pay,
7117,III,III,Yes,OUT,Yes,Leisure,Rural,No,Mississippi,20019,58567,INFINITI,Q70L,New,2019,56506.0556, '25/50/25',Comprehensive Coverage,,,,,,
7119,III,III,Yes,IN,No,Leisure,Rural,No,Michigan,20068,36651476,Kia,Telluride,New,2020,39950.0778,'20/40/10',Comprehensive Coverage,,,,Personal Injury Protection,Med Pay,
7128,III,III,Yes,IN,No,Work,Rural,No,Kentucky,20015,22164,Ford,Taurus,New,2019,30500.1333, '25/50/25[27]',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7139,III,III,Yes,IN,No,Leisure,Rural,No,Minnesota,20044,36428483,Volvo,S60Hybrid,New,2019,57895.7143, '30/60/10',Comprehensive Coverage,,,,Personal Injury Protection,Med Pay,
7141,III,III,Yes,OUT,No,Leisure,Rural,No,Rhode Island,20019,54451,INFINITI,0,New,2018,72485.0, '25/50/25',Comprehensive Coverage,,,,,,
7143,III,III,Yes,IN,No,Leisure,Urban,No,Utah,20068,36293408,Kia,Stinger,New,2018,42485.2857,'25/65/15',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7144,III,III,Yes,IN,No,Leisure,Rural,No,Utah,20053,26508,Chevrolet,Express3500,New,2018,34606.8,'25/65/15',Comprehensive Coverage,,,,Personal Injury Protection,Med Pay,
7146,III,III,Yes,IN,Yes,Work,Rural,Yes,West Virginia,20017,36363973,Honda,ClarityPlugInHybrid,New,2019,36251.732,'20/40/10',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
7149,III,III,Yes,IN,No,Leisure,Urban,No,New Jersey,20008,36290525,Chrysler,PacificaHybrid,Used,2018,36426.3333, '0/0/5',Comprehensive Coverage,Collision Coverage,,,Personal Injury Protection,Med Pay,
8075,III,II,Yes,IN,No,Leisure,Urban,No,Oklahoma,20075,51006,MINI,Hardtop,Used,2016,15659.1034, '25/50/25',,,Car Rental I,,,,
8076,III,II,Yes,IN,No,Leisure,Urban,No,South Carolina,20028,56288,MercedesBenz,NAME,Used,2017,26239.0, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8078,III,II,Yes,IN,No,Work,Urban,No,Nebraska,20053,35025,Chevrolet,Volt,Used,2015,16190.0, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8083,III,II,Yes,OUT,Yes,Leisure,Urban,No,Hawaii,20068,36296927,Kia,OptimaPlugInHybrid,Used,2019,24500.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8084,III,II,Yes,IN,No,Leisure,Urban,No,Arkansas,20019,54413,INFINITI,0,Used,2015,22753.1429, '25/50/15',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8090,III,II,Yes,OUT,Yes,Leisure,Urban,No,Vermont,20070,21027,Lexus,ES350,Used,2015,20322.75, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8101,III,II,Yes,IN,No,Work,Urban,No,Nevada,20060,51868,FIAT,500L,Used,2016,15525.0,'25/50/20[30]',,,Car Rental I,,,,
8116,III,II,False,IN,No,Leisure,Urban,No,Illinois,20019,54450,INFINITI,0,Used,2017,22197.4167,'20/40/15[25]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,'Gap Insurance'
8126,III,II,Yes,OUT,Yes,Leisure,Rural,No,North Carolina,20015,21136,Ford,Flex,Used,2017,28500.0, '30/60/25',Comprehensive Coverage,,Car Rental I,,,,
8127,III,II,Yes,OUT,No,Work,Rural,No,Texas,20005,20445,BMW,335,Used,2015,24087.4516, '30/60/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8128,III,II,Yes,IN,Yes,Work,Rural,No,Mississippi,20028,35084701,MercedesBenz,BClass,Used,2014,15361.5854, '25/50/25',,,Car Rental I,,,,
8141,III,II,Yes,OUT,No,Leisure,Rural,No,North Carolina,20005,54812,BMW,328d,Used,2014,17517.76, '30/60/25',Comprehensive Coverage,,Car Rental I,,,,
8149,III,II,Yes,OUT,No,Work,Rural,No,Florida,20001,47843,Acura,ILX,Used,2017,18794.8261, '0/0/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8151,III,II,Yes,OUT,No,Leisure,Rural,No,New York,20006,21878,Buick,Regal,Used,2018,19200.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8155,III,II,Yes,OUT,No,Leisure,Rural,No,Minnesota,20041,48265,Subaru,XVCrosstrek,Used,2015,18006.6, '30/60/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8156,III,II,Yes,IN,Yes,Work,Rural,No,South Carolina,20088,46703,Toyota,Priusv,Used,2014,16471.4722, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8158,III,II,Yes,OUT,No,Work,Rural,No,Michigan,20077,27663,Nissan,370Z,Used,2015,28895.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8165,III,II,Yes,IN,Yes,Work,Urban,No,Nebraska,20073,36280700,Mazda,MX5MiataRF,Used,2018,24292.1333, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8166,III,II,Yes,IN,No,Work,Rural,No,Oregon,20068,40463,Kia,OptimaHybrid,Used,2016,15999.5833, '25/50/20',,,Car Rental I,,Personal Injury Protection,Med Pay,
8169,III,II,Yes,IN,No,Leisure,Rural,No,Arizona,20044,30000874,Volvo,S60CrossCountry,Used,2017,25331.6667, '15/30/10',Comprehensive Coverage,,Car Rental I,,,,
8191,III,II,Yes,OUT,Yes,Work,Urban,No,Maryland,20053,20770,Chevrolet,Camaro,Used,2016,20385.0, '30/60/15\xa0[28]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8197,III,II,Yes,IN,No,Leisure,Urban,No,Washington,20012,20807,Dodge,Challenger,Used,2017,26400.6667, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8199,III,II,Yes,OUT,Yes,Work,Rural,No,Nevada,20077,52670,Nissan,NV200,Used,2018,18397.6667,'25/50/20[30]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8208,III,II,Yes,OUT,No,Leisure,Rural,No,Ohio,20015,21136,Ford,Flex,Used,2016,22144.9167, '20/50/25',Comprehensive Coverage,,Car Rental I,,,,
8219,III,II,Yes,OUT,No,Work,Rural,No,Wyoming,20001,22237,Acura,TL,Used,2013,15569.3226, '25/50/20',,,Car Rental I,,,,
8227,III,II,Yes,IN,No,Work,Rural,No,South Dakota,20053,27361,Chevrolet,MalibuHybrid,Used,2019,25063.5, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8231,III,II,Yes,IN,No,Leisure,Urban,No,Rhode Island,20012,20840,Dodge,Charger,Used,2017,19361.1667, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8233,III,II,Yes,OUT,No,Work,Rural,No,Pennsylvania,20052,47563,Cadillac,ATS,Used,2014,16285.6923, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8235,III,II,Yes,OUT,Yes,Leisure,Urban,No,Michigan,20089,21758,Volkswagen,Passat,Used,2019,23433.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8237,III,II,Yes,IN,Yes,Work,Rural,No,Pennsylvania,20019,54413,INFINITI,0,Used,2015,24735.5, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8243,III,II,Yes,OUT,No,Leisure,Urban,No,Kansas,20073,30000208,Mazda,CX3,Used,2019,18279.0, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8255,III,II,Yes,IN,No,Work,Rural,No,Louisiana,20015,21085,Ford,NAME,Used,2015,26824.1429, '15/30/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8262,III,II,Yes,OUT,No,Leisure,Rural,No,South Carolina,20017,20611,Honda,AccordHybrid,Used,2017,20002.4167, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
8263,III,II,Yes,OUT,No,Leisure,Rural,Yes,Wyoming,20028,36279957,MercedesBenz,Metris,Used,2017,23925.5, '25/50/20',Comprehensive Coverage,,Car Rental I,,,,
8264,III,II,Yes,OUT,Yes,Leisure,Urban,No,Maine,20012,20807,Dodge,Challenger,Used,2018,20698.6667, '50/100/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8265,III,II,Yes,OUT,No,Leisure,Rural,Yes,Nevada,20064,39583,Hyundai,SonataHybrid,Used,2017,19011.85,'25/50/20[30]',Comprehensive Coverage,,Car Rental I,,,,
8267,III,II,Yes,OUT,Yes,Leisure,Rural,No,Wisconsin,20008,22191,Chrysler,TownCountry,Used,2015,19994.5, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
8277,III,II,Yes,OUT,No,Leisure,Urban,No,Connecticut,20053,20770,Chevrolet,Camaro,Used,2016,19440.25, '25/50/25[23]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8282,III,II,Yes,OUT,No,Work,Urban,No,Mississippi,20015,56749,Ford,Transit350,Used,2016,23855.7143, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8284,III,II,Yes,OUT,No,Leisure,Rural,No,Colorado,20020,21775,Isuzu,NAME,Used,2013,18995.0, '25/50/15',Comprehensive Coverage,,Car Rental I,,,,
8288,III,II,Yes,OUT,Yes,Work,Rural,No,Massachusetts,20001,47843,Acura,ILX,Used,2015,15210.75, '20/40/5',,,Car Rental I,,Personal Injury Protection,Med Pay,
8292,III,II,Yes,IN,No,Work,Rural,No,Texas,20060,58488,FIAT,500X,Used,2016,15375.0, '30/60/25',,,Car Rental I,,Personal Injury Protection,Med Pay,
8301,III,II,Yes,IN,Yes,Leisure,Rural,No,Mississippi,20073,21447,Mazda,Mazda6,Used,2018,23569.3, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
8308,III,II,Yes,IN,Yes,Work,Urban,No,Rhode Island,20024,58230,LandRover,DiscoverySport,Used,2017,26766.1429, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8310,III,II,Yes,OUT,No,Work,Rural,No,California,20044,22379,Volvo,XC60,Used,2017,23398.0, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8316,III,II,Yes,OUT,Yes,Leisure,Rural,No,Delaware,20049,20593,Audi,A5,Used,2015,23983.0, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8323,III,II,Yes,OUT,No,Leisure,Rural,No,Oklahoma,20066,58489,Jaguar,XE,Used,2018,28015.0833, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
8324,III,II,Yes,OUT,No,Leisure,Rural,No,Tennessee,20075,36083,MINI,Countryman,Used,2019,22871.2857, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
8332,III,II,Yes,OUT,Yes,Work,Urban,No,New Hampshire,20015,21104,Ford,NAME,Used,2017,29491.0,,Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8334,III,II,Yes,IN,Yes,Leisure,Urban,No,South Carolina,20068,52087,Kia,Cadenza,Used,2014,15022.3158, '25/50/25',,,Car Rental I,,,,
8351,III,II,Yes,IN,No,Work,Rural,No,Kansas,20005,48064,BMW,640GranCoupe,Used,2013,27423.3636, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8353,III,II,Yes,OUT,Yes,Leisure,Urban,No,Connecticut,20028,21014,MercedesBenz,EClass,Used,2016,25681.6667, '25/50/25[23]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8356,III,II,Yes,IN,No,Leisure,Urban,No,Montana,20075,36083,MINI,Countryman,Used,2019,22871.2857, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8358,III,II,Yes,OUT,No,Leisure,Urban,No,Vermont,20015,27661,Ford,FusionHybrid,Used,2018,15528.8, '25/50/10',,,Car Rental I,,,,
8363,III,II,Yes,IN,No,Work,Urban,No,Texas,20070,21281,Lexus,IS250,Used,2015,21379.0172, '30/60/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8367,III,II,Yes,OUT,No,Work,Rural,Yes,New York,20024,58230,LandRover,DiscoverySport,Used,2016,25613.6522, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8368,III,II,Yes,OUT,No,Leisure,Rural,No,Iowa,20005,54409,BMW,328GranTurismo,Used,2014,16603.0, '20/40/15',Comprehensive Coverage,,Car Rental I,,,,
8369,III,II,Yes,IN,No,Leisure,Urban,No,Idaho,20015,53027,Ford,FusionEnergi,Used,2018,20431.0, '25/50/15[24]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8370,III,II,Yes,IN,No,Work,Urban,No,Louisiana,20005,20444,BMW,328,Used,2014,18360.0, '15/30/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8375,III,II,Yes,IN,Yes,Work,Urban,No,West Virginia,20012,20807,Dodge,Challenger,Used,2014,16828.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8378,III,II,Yes,IN,No,Work,Rural,No,Nevada,20077,48583,Nissan,NAME,Used,2013,15120.4,'25/50/20[30]',,,Car Rental I,,,,
8379,III,II,Yes,OUT,No,Leisure,Rural,No,Nebraska,20008,20394,Chrysler,300C,Used,2018,25068.0, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
8382,III,II,Yes,IN,No,Work,Rural,No,Texas,20044,56208,Volvo,V60,Used,2016,21801.9, '30/60/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8385,III,II,Yes,IN,No,Leisure,Rural,No,Mississippi,20041,47566,Subaru,BRZ,Used,2018,25456.6, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
8388,III,II,Yes,OUT,No,Leisure,Rural,No,Alaska,20070,57887,Lexus,NX200t,Used,2016,26904.7624, '50/100/25',Comprehensive Coverage,,Car Rental I,,,,
8392,III,II,Yes,OUT,Yes,Leisure,Rural,No,Kentucky,20070,21196,Lexus,GS350,Used,2013,23900.0, '25/50/25[27]',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8397,III,II,Yes,IN,Yes,Work,Rural,No,West Virginia,20015,21050,Ford,0,Used,2013,16187.1739,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8406,III,II,Yes,OUT,Yes,Leisure,Rural,No,Ohio,20070,27664,Lexus,RX450h,Used,2015,29081.0, '20/50/25',Comprehensive Coverage,,Car Rental I,,,,
8411,III,II,Yes,OUT,No,Work,Rural,No,Wisconsin,20025,21404,Lincoln,MKZ,Used,2015,15641.0, '25/50/10',,,Car Rental I,,,,
8415,III,II,Yes,OUT,No,Leisure,Urban,No,Louisiana,20052,52107,Cadillac,ELR,Used,2014,23964.7576, '15/30/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8416,III,II,Yes,IN,Yes,Work,Urban,No,Wyoming,20005,20292,BMW,135,Used,2013,21644.2955, '25/50/20',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8425,III,II,Yes,IN,No,Leisure,Urban,No,New Hampshire,20089,30003099,Volkswagen,GolfSportWagen,Used,2018,20553.3333,,Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8428,III,II,Yes,OUT,No,Leisure,Rural,No,Maryland,20015,53027,Ford,FusionEnergi,Used,2016,16605.625, '30/60/15\xa0[28]',Comprehensive Coverage,,Car Rental I,,,,
8437,III,II,Yes,OUT,No,Leisure,Rural,No,Alaska,20073,20788,Mazda,CX9,Used,2014,15313.6667, '50/100/25',,,Car Rental I,,,,
8438,III,II,False,OUT,No,Work,Urban,No,Louisiana,20005,32885,BMW,NAME,Used,2013,26998.0, '15/30/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,'Gap Insurance'
8439,III,II,Yes,IN,No,Leisure,Rural,No,Connecticut,20041,50683,Subaru,WRX,Used,2017,24139.3953, '25/50/25[23]',Comprehensive Coverage,,Car Rental I,,,,
8444,III,II,Yes,IN,No,Leisure,Rural,No,New Mexico,20077,20645,Nissan,Armada,Used,2015,23306.3, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
8445,III,II,Yes,IN,No,Work,Rural,No,Wisconsin,20019,54187,INFINITI,QX60,Used,2016,24089.2857, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8447,III,II,Yes,OUT,No,Work,Urban,No,Kentucky,20073,21460,Mazda,MX5Miata,Used,2014,17608.2, '25/50/25[27]',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8455,III,II,Yes,OUT,Yes,Work,Urban,No,Pennsylvania,20061,34280445,GMC,AcadiaLimited,Used,2017,27260.9806, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8464,III,II,Yes,IN,Yes,Work,Rural,No,Virginia,20088,51703,Toyota,AvalonHybrid,Used,2016,23262.9487, '25/50/20',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8465,III,II,Yes,OUT,No,Leisure,Rural,No,Pennsylvania,20073,30000208,Mazda,CX3,Used,2018,17288.8333, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8467,III,II,Yes,IN,No,Leisure,Rural,No,Wyoming,20015,22164,Ford,Taurus,Used,2019,24571.6667, '25/50/20',Comprehensive Coverage,,Car Rental I,,,,
8470,III,II,Yes,OUT,No,Work,Urban,No,Michigan,20028,27621,MercedesBenz,GLKClass,Used,2015,21046.4314,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8474,III,II,Yes,OUT,Yes,Leisure,Urban,No,Alaska,20068,36296927,Kia,OptimaPlugInHybrid,Used,2017,20366.2857, '50/100/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8482,III,II,Yes,OUT,No,Leisure,Urban,No,Hawaii,20028,56288,MercedesBenz,NAME,Used,2017,26239.0,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8485,III,II,Yes,OUT,No,Leisure,Rural,No,New York,20061,26505,GMC,Savana3500,Used,2017,24618.5, '25/50/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8493,III,II,Yes,IN,No,Work,Rural,No,Oregon,20088,22213,Toyota,Tundra,Used,2015,26044.0, '25/50/20',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8496,III,II,Yes,OUT,No,Work,Rural,No,New Mexico,20052,21887,Cadillac,SRX,Used,2016,27614.4, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8497,III,II,Yes,IN,No,Leisure,Urban,No,Wisconsin,20049,21855,Audi,S3,Used,2015,26485.1111, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8500,III,II,False,OUT,No,Work,Urban,No,Idaho,20015,21105,Ford,Explorer,Used,2017,23290.5, '25/50/15[24]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,'Gap Insurance'
8504,III,II,Yes,OUT,Yes,Leisure,Rural,No,Nebraska,20070,21787,Lexus,RX350,Used,2015,23592.1905, '25/50/25',Comprehensive Coverage,,Car Rental I,,,,
8507,III,II,Yes,IN,Yes,Leisure,Rural,No,New Hampshire,20075,51005,MINI,Convertible,Used,2017,23609.8462,,Comprehensive Coverage,,Car Rental I,,,,
8509,III,II,Yes,OUT,Yes,Work,Urban,Yes,Maryland,20061,26505,GMC,Savana3500,Used,2014,23525.6667, '30/60/15\xa0[28]',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8515,III,II,Yes,OUT,No,Leisure,Urban,No,Wyoming,20024,21360,LandRover,LR2,Used,2013,15890.1212, '25/50/20',,,Car Rental I,,,,
8517,III,II,Yes,IN,No,Work,Urban,No,Delaware,20041,48265,Subaru,XVCrosstrek,Used,2015,18006.6, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8520,III,II,Yes,OUT,No,Work,Urban,No,South Dakota,20085,47565,Scion,FRS,Used,2014,18252.0, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8529,III,II,Yes,IN,Yes,Leisure,Urban,Yes,Louisiana,20041,21378,Subaru,Legacy,Used,2018,19839.375, '15/30/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8531,III,II,False,OUT,No,Work,Rural,No,Oklahoma,20017,36586990,Honda,CivicSi,Used,2019,24747.0769, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,'Gap Insurance'
8533,III,II,Yes,IN,No,Leisure,Rural,No,Nevada,20028,21014,MercedesBenz,EClass,Used,2015,19690.0,'25/50/20[30]',Comprehensive Coverage,,Car Rental I,,,,
8543,III,II,Yes,OUT,No,Leisure,Urban,No,Delaware,20005,54807,BMW,435,Used,2016,29633.2692, '15/30/5',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8545,III,II,Yes,IN,No,Leisure,Rural,No,Pennsylvania,20005,54409,BMW,328GranTurismo,Used,2016,23687.6122, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8552,III,II,Yes,OUT,No,Work,Urban,No,Missouri,20019,49665,INFINITI,IPLG,Used,2013,23814.8333, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8555,III,II,Yes,OUT,No,Leisure,Rural,No,Tennessee,20019,52654,INFINITI,NAME,Used,2014,17319.4348, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
8559,III,II,Yes,IN,No,Leisure,Rural,No,Pennsylvania,20070,21239,Lexus,IS300,Used,2017,29201.5, '15/30/5',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8560,III,II,Yes,IN,Yes,Work,Urban,Yes,Arkansas,20001,32888,Acura,ZDX,Used,2013,26697.0, '25/50/15',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8562,III,II,Yes,IN,Yes,Leisure,Rural,No,Hawaii,20060,33484310,FIAT,124Spider,Used,2017,20544.6731,'20/40/10',Comprehensive Coverage,,Car Rental I,,Personal Injury Protection,Med Pay,
8565,III,II,Yes,OUT,No,Leisure,Urban,No,Colorado,20064,20666,Hyundai,Azera,Used,2015,18539.5417, '25/50/15',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8566,III,II,False,OUT,No,Leisure,Urban,No,Hawaii,20025,27841,Lincoln,MKT,Used,2015,21552.6429,'20/40/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,'Gap Insurance'
8570,III,II,Yes,IN,No,Leisure,Urban,No,Colorado,20060,20483,FIAT,500,Used,2016,15790.0, '25/50/15',,,Car Rental I,,,,
8572,III,II,Yes,IN,Yes,Leisure,Rural,No,Vermont,20053,36274172,Chevrolet,BoltEV,Used,2019,25895.0, '25/50/10',Comprehensive Coverage,,Car Rental I,,,,
8574,III,II,Yes,OUT,Yes,Leisure,Urban,No,Florida,20028,21414,MercedesBenz,MClass,Used,2015,24810.3125, '0/0/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8579,III,II,Yes,OUT,No,Work,Urban,No,North Dakota,20044,30019645,Volvo,S60Inscription,Used,2018,26151.875, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
8584,III,II,Yes,IN,No,Work,Rural,No,Mississippi,20053,57447,Chevrolet,CityExpress,Used,2017,20313.6667, '25/50/25',Comprehensive Coverage,Collision Coverage,Car Rental I,,,,
8588,III,II,Yes,IN,No,Work,Rural,No,New York,20025,38163,Lincoln,MKZHybrid,Used,2017,23602.0, '25/50/10',Comprehensive Coverage,Collision Coverage,Car Rental I,,Personal Injury Protection,Med Pay,
